MemberID,SourceType,Latitude,Longitude,Age,Contact_Number,cost
38,Scan Center,42.233628,-71.12930323,48,6273051117,500$
39,Supply Directory,18.42599977,-66.05069557,57,9608429888,1000$
40,Hospital,36.36552849,-91.82791276,71,8993881863,300$
41,Scan Center,29.63419313,-95.61523951,74,8093742479,1000$
42,Supply Directory,40.13586786,-74.27758941,65,6100249595,1000$
43,Nursing Home,41.36849136,-81.71934723,37,9034739571,700$
44,Scan Center,34.93102553,-80.84408666,41,6198441802,300$
45,Scan Center,41.12904556,-81.61755253,54,9141005163,500$
46,Scan Center,42.12666256,-87.90708955,72,8397655211,1000$
47,Nursing Home,39.26279315,-84.36824825,41,9513793081,500$
48,Hospital,31.54709903,-97.18236914,87,7408766982,500$
49,Nursing Home,34.17437545,-97.12338188,67,9223843607,300$
50,Scan Center,41.20235762,-87.20015617,30,7020966170,300$
51,Scan Center,34.07060983,-117.5741133,77,7087975676,300$
52,Nursing Home,40.61292689,-73.98163844,63,8157491857,1000$
53,Hospital,38.44198236,-121.3669681,63,6641151463,500$
54,Supply Directory,41.963517,-88.1433866,55,9902730678,700$
55,Nursing Home,40.85689661,-74.05005565,75,9727524114,1000$
56,Nursing Home,30.51440459,-87.21444066,38,6008184102,1000$
57,Nursing Home,37.27221928,-85.50452832,18,6072288615,700$
58,Supply Directory,36.30996942,-82.39401129,40,6092536747,1000$
59,Supply Directory,35.83560331,-84.16137966,56,9042911028,1000$
60,Nursing Home,40.53624416,-85.6780176,66,8205930286,700$
61,Hospital,42.40724024,-71.15777494,20,7678668528,500$
62,Scan Center,37.17280013,-93.26407049,29,9103173676,1000$
63,Nursing Home,34.11412331,-80.88294845,46,8935543519,1000$
64,Nursing Home,44.94919865,-93.10184363,37,9583221332,700$
65,Scan Center,29.69486788,-82.33002936,81,8385135576,700$
66,Scan Center,33.58944366,-83.97147486,59,7347373311,1000$
67,Hospital,47.03699397,-122.839387,53,6233556569,700$
68,Supply Directory,33.85553568,-118.2687489,63,8747241267,700$
69,Scan Center,32.33463176,-90.1836458,68,8388305141,500$
70,Hospital,33.85789131,-117.5619478,50,8309414984,1000$
71,Supply Directory,40.63184301,-73.95662547,75,9105000422,500$
72,Hospital,40.5715992,-83.1154393,25,8081941286,500$
73,Hospital,35.21701701,-114.0330368,85,6160226000,300$
74,Nursing Home,38.59927074,-92.2403992,74,9099358646,1000$
75,Supply Directory,30.03853214,-81.63053199,63,6014624895,700$
76,Supply Directory,37.54000541,-87.98461379,72,8070433359,700$
77,Hospital,35.48929251,-97.76251621,49,9448462830,700$
78,Nursing Home,42.4467216,-87.81782712,36,9393467372,500$
79,Scan Center,40.21073598,-74.76923704,25,6095840256,500$
80,Supply Directory,42.41575307,-83.22231768,54,8544413166,300$
81,Nursing Home,43.52003878,-96.73542358,75,9731006779,300$
82,Nursing Home,48.40184159,-97.73829779,54,8978586908,500$
83,Supply Directory,45.0396643,-93.53360118,47,7212544715,300$
84,Hospital,48.08748355,-122.1752231,29,8868241407,700$
85,Scan Center,35.0390053,-85.28926206,75,7230912534,1000$
86,Supply Directory,40.86093582,-73.93593825,39,8919548555,500$
87,Nursing Home,42.97158894,-73.79341246,40,7359229525,300$
88,Supply Directory,42.10385338,-102.8781374,83,9350265355,300$
89,Scan Center,41.45917639,-82.15330012,53,9888871635,500$
90,Nursing Home,40.52804622,-74.31379588,69,6887943331,700$
91,Supply Directory,28.60091421,-81.2394818,76,9866872024,500$
92,Supply Directory,32.25643546,-80.85308628,77,6709454759,700$
93,Nursing Home,41.97961313,-87.75871275,81,6527859224,500$
94,Supply Directory,35.25566589,-81.22782088,49,9316898033,1000$
95,Nursing Home,44.95067554,-123.0102345,66,8860624758,1000$
96,Supply Directory,31.13336017,-97.40300304,83,7873166045,500$
97,Hospital,39.44240276,-84.18484478,21,7106803553,500$
98,Scan Center,32.8488519,-96.82673461,25,8951878393,1000$
99,Scan Center,30.29187826,-81.56448624,82,7162438887,700$
100,Hospital,34.31091598,-88.71503177,26,6464197705,1000$
101,Nursing Home,41.87436259,-90.18088924,44,8720968325,500$
102,Hospital,33.69180393,-111.9104527,45,9709649923,300$
103,Nursing Home,36.05728197,-94.19716763,18,6064414140,700$
104,Scan Center,44.83782727,-93.17101765,59,9410287338,700$
105,Supply Directory,30.67992503,-88.11284778,23,8363595070,500$
106,Hospital,25.77183438,-80.24285343,52,7866294570,300$
107,Nursing Home,36.16747661,-80.31718302,32,9675858022,1000$
108,Scan Center,43.60110792,-116.2657635,27,7201668706,300$
109,Supply Directory,39.83794867,-84.86274209,63,6899902540,1000$
110,Scan Center,41.05644269,-73.56576827,82,7011220520,700$
111,Nursing Home,38.09632635,-122.5513411,37,7785867005,300$
112,Scan Center,26.27163088,-80.17637443,47,9979236738,300$
113,Hospital,35.11811544,-106.5747584,59,6896128934,300$
114,Hospital,26.97134273,-82.34807417,27,9908254861,300$
115,Supply Directory,25.73956956,-80.35571942,69,7090491039,300$
116,Hospital,40.64598793,-111.906749,40,8042555468,300$
117,Supply Directory,37.65256332,-97.35670583,37,7171042610,1000$
118,Nursing Home,39.75498436,-75.13117768,51,8025640564,1000$
119,Scan Center,32.05895102,-82.90251342,55,9828393700,1000$
120,Scan Center,44.86483018,-93.16593275,18,7694910786,1000$
121,Supply Directory,35.51053267,-97.73912814,36,6860766679,1000$
122,Hospital,40.57056934,-74.11084543,81,9844691888,300$
123,Supply Directory,39.13760678,-76.62291292,59,6115532560,1000$
124,Scan Center,40.53306685,-74.36029703,62,8079063059,700$
125,Scan Center,41.47575904,-81.78858283,62,6170084568,700$
126,Nursing Home,42.90676819,-87.93035066,34,9779184905,500$
127,Nursing Home,28.07029734,-82.7723675,82,6044338026,300$
128,Hospital,39.66384771,-79.96781416,77,8030165071,500$
129,Hospital,42.21733774,-83.67623547,70,8214609185,1000$
130,Hospital,35.48890827,-81.23334363,50,7265484552,300$
131,Hospital,41.108021,-81.87018601,47,6749377485,300$
132,Nursing Home,42.74076613,-73.76293789,31,9888204011,500$
133,Supply Directory,30.43302919,-90.14347013,57,7736210325,1000$
134,Scan Center,42.59589767,-71.1478211,71,7055351245,300$
135,Scan Center,29.74355749,-95.39281022,88,8471769928,500$
136,Supply Directory,27.26982233,-82.48784383,38,7895425862,700$
137,Hospital,40.72954352,-74.05760978,67,9795588158,300$
138,Scan Center,47.16382573,-122.4981414,70,7936227400,500$
139,Scan Center,37.68500987,-97.34951947,25,7788820625,300$
140,Nursing Home,33.97822684,-84.46305744,59,7139822434,300$
141,Nursing Home,34.06391339,-117.307217,33,9008994850,500$
142,Scan Center,39.00982501,-76.89015325,65,6691449403,300$
143,Scan Center,30.04717737,-99.1526638,44,7801482552,300$
144,Hospital,32.30524618,-90.21981166,73,7376616445,700$
145,Nursing Home,39.92505541,-83.80739418,61,6162097435,1000$
146,Supply Directory,37.91123919,-121.7284123,36,6230965508,500$
147,Supply Directory,39.13332721,-121.5874954,50,9791793414,1000$
148,Hospital,25.81945121,-80.13052262,49,9257985973,700$
149,Supply Directory,41.64140603,-83.67405432,44,6152273780,300$
150,Supply Directory,43.11900535,-77.62195177,42,7026742079,500$
151,Nursing Home,34.42669889,-118.5385247,76,6437025834,500$
152,Hospital,38.35771584,-98.77415898,89,9345262763,700$
153,Hospital,37.05100287,-93.29005856,74,8751935344,1000$
154,Supply Directory,40.82295992,-74.17864361,78,6333617961,700$
155,Nursing Home,32.07423892,-84.23457807,88,6886683987,1000$
156,Nursing Home,42.10251034,-80.09869129,77,9310014435,1000$
157,Hospital,29.93110149,-95.71891944,75,6824752675,500$
158,Hospital,41.63023219,-70.96866374,35,8929376985,700$
159,Supply Directory,40.24944667,-111.6678915,19,6491752965,300$
160,Hospital,35.03600751,-110.7092904,29,7661646216,1000$
161,Supply Directory,36.53314602,-83.21871698,18,7587655278,300$
162,Supply Directory,42.47385994,-71.02532631,85,8243664862,500$
163,Nursing Home,35.15054781,-80.62534588,88,6026052889,500$
164,Supply Directory,39.40531064,-76.9461807,57,9431339295,700$
165,Hospital,37.32183277,-79.94282257,47,6418380250,700$
166,Supply Directory,41.08211116,-74.0452366,69,7262294999,500$
167,Hospital,37.9185799,-83.26196967,39,9819905191,300$
168,Supply Directory,40.61267239,-111.8966646,77,8139797270,300$
169,Nursing Home,41.10961658,-81.39129956,39,8378191545,300$
170,Supply Directory,37.62143143,-77.38795025,37,9624961709,300$
171,Nursing Home,27.94272569,-82.31038167,70,7835993235,500$
172,Hospital,43.63107239,-72.32660921,45,7196162584,500$
173,Scan Center,43.33460147,-73.63734936,22,6919957199,1000$
174,Hospital,43.46520645,-111.9891724,61,6697417371,300$
175,Hospital,35.1680115,-79.42484522,63,8700029612,300$
176,Scan Center,37.80257754,-121.3064955,40,6468155451,700$
177,Hospital,37.96230227,-90.04368841,27,6220475410,500$
178,Supply Directory,36.18342009,-86.6426786,24,6245623371,1000$
179,Hospital,40.25052469,-74.29071377,51,7340347127,700$
180,Supply Directory,38.85800941,-94.7861344,63,7202502717,700$
181,Supply Directory,39.00984978,-94.58381996,68,7528074183,500$
182,Nursing Home,36.30551663,-86.6370105,36,8329283548,700$
183,Nursing Home,36.39297433,-97.86645719,32,8995645465,300$
184,Nursing Home,39.66887766,-104.9382057,83,6569007274,500$
185,Nursing Home,33.62972298,-112.2403727,62,9032680221,1000$
186,Nursing Home,30.89340903,-102.9170577,42,7401691857,500$
187,Nursing Home,32.02058609,-102.0738396,52,7827396880,700$
188,Nursing Home,33.96901502,-83.40301519,25,9827906080,700$
189,Hospital,41.8332406,-71.40392732,36,9430049638,700$
190,Scan Center,43.19992163,-86.20733837,86,8939217995,700$
191,Supply Directory,28.68959485,-81.34409101,55,8364489489,500$
192,Nursing Home,38.69664959,-76.56038074,24,9865461825,500$
193,Hospital,33.9645127,-84.48113553,58,6806107852,1000$
194,Supply Directory,38.93140538,-94.78614349,29,7990233012,500$
195,Hospital,46.7976323,-92.14788356,68,6474246467,500$
196,Nursing Home,32.7488968,-96.57933977,62,7047951649,700$
197,Scan Center,30.70496221,-97.75319322,50,7637400670,500$
198,Supply Directory,41.57703025,-93.66767296,19,6404517964,1000$
199,Nursing Home,46.35238629,-94.23248065,22,7182593570,300$
200,Supply Directory,30.29604189,-89.7316866,67,9315590620,500$
201,Supply Directory,33.70986288,-112.0988245,28,8637688869,1000$
202,Scan Center,38.7990449,-90.34907947,59,8016511420,500$
203,Hospital,18.43853452,-66.38624255,85,9891035938,700$
204,Hospital,46.68321393,-94.39229449,50,7209190022,300$
205,Nursing Home,31.58723814,-84.15453771,82,8293051131,300$
206,Supply Directory,39.27571799,-77.21941798,48,6001888736,1000$
207,Supply Directory,37.99333242,-84.20318723,30,6129102612,700$
208,Nursing Home,32.54828541,-84.95945085,52,9031606987,500$
209,Hospital,40.90966414,-74.70763923,51,8874669666,700$
210,Scan Center,34.49731904,-89.02394756,67,7174118965,1000$
211,Scan Center,35.42561426,-119.0756355,79,6088078289,500$
212,Hospital,41.12850397,-96.01741266,27,6383197260,500$
213,Nursing Home,38.55368359,-76.97713414,26,6007289943,500$
214,Hospital,25.69699715,-80.2822867,26,7961358750,1000$
215,Supply Directory,43.75940318,-84.58230069,53,9822266534,1000$
216,Nursing Home,18.36436711,-66.09720372,80,9486692000,300$
217,Supply Directory,29.84488221,-95.33745836,53,7125432015,1000$
218,Scan Center,38.20294187,-83.47363587,57,7479521115,700$
219,Scan Center,41.83253642,-88.1053232,55,9858339824,500$
220,Scan Center,42.4712314,-87.86264658,38,8433074140,1000$
221,Supply Directory,41.92386663,-73.98404093,30,6741348136,1000$
222,Nursing Home,37.88934532,-122.0676348,53,6230887462,1000$
223,Nursing Home,29.97359378,-95.57528822,81,8474664527,1000$
224,Nursing Home,40.22108573,-74.07720522,56,7426038232,700$
225,Supply Directory,40.19782942,-85.4214026,69,6888393154,300$
226,Scan Center,41.69300175,-72.9462282,78,6433202536,1000$
227,Supply Directory,26.09741977,-80.19049559,75,8338506405,500$
228,Supply Directory,40.44641907,-79.76025441,42,7823466675,700$
229,Hospital,42.43809965,-76.50663785,63,6822707384,300$
230,Nursing Home,30.21296451,-95.41964713,52,8893378508,300$
231,Supply Directory,44.47702546,-88.01903004,77,8551486039,500$
232,Hospital,35.88024453,-83.77071899,25,7996798652,700$
233,Hospital,45.45792681,-122.7860766,78,6130910925,500$
234,Hospital,40.73051833,-73.86158879,32,8458858144,1000$
235,Hospital,40.5851205,-111.935599,55,7656951189,300$
236,Scan Center,41.01538773,-76.42608245,70,7724999120,1000$
237,Scan Center,34.73357265,-80.78367708,58,8451399269,1000$
238,Scan Center,44.93128875,-92.9356887,30,9291929310,300$
239,Supply Directory,41.04840603,-92.40767744,72,9194017546,300$
240,Nursing Home,40.72369238,-74.36346621,62,8739002319,500$
241,Hospital,48.15272092,-103.6415223,86,9985985682,500$
242,Hospital,30.21664503,-97.78880866,72,8797314109,700$
243,Hospital,29.89826907,-90.05980767,48,7563109282,1000$
244,Supply Directory,45.77564193,-108.5835398,57,9076450446,300$
245,Supply Directory,41.10960377,-111.9799654,36,8682934283,300$
246,Supply Directory,38.66329329,-87.14398629,38,8237848935,1000$
247,Scan Center,38.96305967,-94.63311548,58,7984367582,700$
248,Hospital,34.74152239,-112.0332752,84,8121364992,700$
249,Hospital,32.03292128,-110.713253,76,7523422448,1000$
250,Hospital,41.44123727,-81.85495214,24,6996712327,700$
251,Scan Center,32.74799757,-117.1677533,50,7934469586,500$
252,Hospital,42.33239911,-122.8725194,23,9013813066,700$
253,Scan Center,35.02038188,-85.24854262,19,8725596867,500$
254,Hospital,43.23584245,-123.3562395,24,8552675737,500$
255,Hospital,42.49584606,-83.43927775,60,8865994867,700$
256,Scan Center,41.55600702,-87.83509394,30,9330791079,300$
257,Nursing Home,39.91791345,-86.1525361,33,9835456944,500$
258,Hospital,47.67284934,-117.2864722,34,9902742755,500$
259,Scan Center,32.75505024,-117.1621013,25,8178385755,300$
260,Scan Center,35.75296335,-84.00033315,76,8522809281,700$
261,Hospital,38.60061264,-90.46015286,29,6790327448,500$
262,Nursing Home,35.97247614,-77.86975,37,7369421161,500$
263,Scan Center,38.00477458,-120.3541895,82,8331674719,1000$
264,Hospital,33.0453188,-83.94337045,22,9845726509,1000$
265,Hospital,42.38524609,-72.5264404,72,6184188657,500$
266,Hospital,42.3453174,-71.05727391,65,8990029809,300$
267,Supply Directory,40.22604781,-74.92586584,35,9837974767,700$
268,Scan Center,41.54382386,-73.02911815,56,8067864832,300$
269,Hospital,27.49867116,-82.61339598,89,6013393738,300$
270,Supply Directory,35.42770184,-97.40667832,24,8682946752,700$
271,Nursing Home,32.69434705,-97.43109251,38,6148799040,1000$
272,Nursing Home,41.66282446,-86.18211522,18,7245956592,1000$
273,Scan Center,41.80603819,-87.83388671,31,7483071006,500$
274,Nursing Home,32.88597868,-97.15732312,69,7461546203,500$
275,Scan Center,40.04032113,-75.05429929,50,9813418627,1000$
276,Supply Directory,29.49093639,-98.54598008,32,8894108332,500$
277,Hospital,35.3459456,-119.0558878,67,8914814784,1000$
278,Hospital,42.03141392,-93.66565452,30,9525199441,500$
279,Supply Directory,40.64984021,-74.01723189,50,7134829433,500$
280,Hospital,31.79878873,-106.50658,83,9488502839,300$
281,Nursing Home,40.86020183,-73.18778884,70,6999598903,500$
282,Nursing Home,40.30900715,-75.95639331,18,6154219041,300$
283,Scan Center,36.97553496,-86.43767709,61,9800965184,500$
284,Hospital,40.57667243,-74.11091329,82,6974308256,300$
285,Hospital,40.64064432,-73.95388682,80,9238632420,500$
286,Nursing Home,37.88580384,-90.52445045,33,7063482965,1000$
287,Nursing Home,28.49904329,-81.50449028,36,7950813812,300$
288,Nursing Home,35.91498685,-86.29350476,51,7336222556,500$
289,Scan Center,38.83947813,-77.6363135,56,8184532980,500$
290,Scan Center,30.7797117,-91.37430514,77,8319010078,300$
291,Nursing Home,39.98060257,-82.84325055,32,9756046125,300$
292,Hospital,40.70506993,-74.21420349,69,7447508208,700$
293,Supply Directory,42.97726952,-74.19719525,68,8812983308,300$
294,Nursing Home,45.46083999,-94.43203183,63,8439315313,300$
295,Supply Directory,41.67100833,-96.67332037,86,9440141506,500$
296,Supply Directory,47.23665085,-93.53744638,53,6382594549,300$
297,Supply Directory,40.69361039,-73.84053582,71,8651235662,500$
298,Supply Directory,41.60283628,-72.66950015,31,7065026136,700$
299,Hospital,35.42215056,-80.65732432,21,7835376466,300$
300,Scan Center,33.46397119,-86.83427322,55,8838448940,500$
301,Nursing Home,39.86445404,-84.88412565,84,9135922041,500$
302,Hospital,38.359284,-120.7953478,50,9736417964,500$
303,Supply Directory,33.76793476,-117.8334758,57,7001272627,700$
304,Hospital,41.6188227,-87.03813486,75,8534660243,700$
305,Hospital,41.73626512,-87.94208338,24,7097757023,700$
306,Nursing Home,35.76447938,-91.61039456,72,8002982972,300$
307,Hospital,36.09649941,-95.97689903,87,7098035309,500$
308,Supply Directory,43.03578764,-88.19617347,73,6956673339,1000$
309,Scan Center,38.46907352,-90.30715942,26,9221243387,700$
310,Supply Directory,32.24307201,-110.8813377,88,9053448025,500$
311,Scan Center,34.65800877,-99.32350836,67,9927392798,1000$
312,Hospital,38.82881241,-104.7740778,24,8943879477,700$
313,Supply Directory,40.81956697,-73.88396762,60,8140844339,300$
314,Scan Center,32.54714551,-94.79168844,59,6002602970,1000$
315,Nursing Home,34.25055011,-84.48050245,86,7782236034,300$
316,Scan Center,35.84350365,-86.39471093,83,8329763947,700$
317,Hospital,40.61326418,-73.93015149,51,8619668348,1000$
318,Supply Directory,34.53043395,-97.97058257,56,9799128748,500$
319,Supply Directory,40.05028224,-76.30837459,24,8511323863,500$
320,Hospital,30.64382156,-88.26335673,66,9754659532,700$
321,Scan Center,40.78293254,-73.83924471,88,9908371951,300$
322,Nursing Home,39.70331742,-74.2741542,67,6220183255,300$
323,Nursing Home,42.44141595,-71.23379112,55,8294030212,500$
324,Nursing Home,42.92761602,-78.90028894,25,9158470579,1000$
325,Hospital,37.16233573,-93.24051513,23,8108836088,500$
326,Nursing Home,44.70357862,-73.46992058,62,6500203145,700$
327,Scan Center,42.36671053,-122.9132922,51,7537024911,1000$
328,Supply Directory,31.23048718,-82.33632429,79,7696690412,300$
329,Supply Directory,29.97450082,-93.96906627,61,6406271525,1000$
330,Nursing Home,41.86494099,-87.90169833,74,9044196830,700$
331,Scan Center,39.37361098,-76.46545841,77,6722041581,300$
332,Nursing Home,29.56817232,-95.57258867,74,7659059154,300$
333,Scan Center,42.38622809,-73.27989446,80,9807907147,500$
334,Hospital,35.19751827,-89.76663528,84,6437225760,1000$
335,Nursing Home,39.16816122,-78.19190629,40,6143287469,300$
336,Nursing Home,41.88431519,-71.3581793,86,6428535104,500$
337,Supply Directory,40.18541877,-80.22802081,36,8442019356,300$
338,Hospital,42.22075788,-83.26771283,63,8660798403,300$
339,Scan Center,42.24459744,-85.58024057,33,7596301527,500$
340,Supply Directory,38.84635764,-94.83152922,41,8647662669,1000$
341,Scan Center,39.1871499,-94.68999077,85,6980951552,300$
342,Nursing Home,41.0558553,-73.57342558,56,7749016334,700$
343,Nursing Home,37.67213863,-92.65771356,82,7369675967,1000$
344,Supply Directory,33.12998813,-91.96013625,36,6403421301,300$
345,Hospital,40.10388667,-75.40972957,40,7827169273,700$
346,Scan Center,30.69339662,-91.45909179,48,9747374117,500$
347,Scan Center,29.82691785,-95.53816164,24,6245365731,700$
348,Hospital,40.45847885,-86.15548547,40,8677801953,700$
349,Nursing Home,42.89400982,-88.03146713,47,6792035121,1000$
350,Nursing Home,36.34667857,-83.28761321,64,8012620980,1000$
351,Scan Center,33.55484598,-101.9411913,56,9242695666,1000$
352,Hospital,42.52806384,-83.33265164,53,6354004137,700$
353,Supply Directory,34.12791988,-84.586214,32,9794590362,300$
354,Supply Directory,41.18918208,-96.04987501,50,8152637437,700$
355,Nursing Home,47.25305665,-96.25809386,40,8689818873,500$
356,Nursing Home,43.00189182,-78.20178943,75,9756133404,500$
357,Hospital,42.02715412,-87.75652502,45,6985991015,1000$
358,Scan Center,29.88307213,-95.66519557,60,7121950509,1000$
359,Scan Center,32.64542887,-117.08353,22,6858353251,1000$
360,Scan Center,37.51980061,-77.45483892,31,9370705276,300$
361,Supply Directory,33.94348527,-117.4036507,24,8042427782,500$
362,Supply Directory,40.08860328,-75.17804532,70,6097820379,700$
363,Nursing Home,28.51427873,-81.29116091,20,9379529274,500$
364,Supply Directory,40.56089031,-105.0969134,30,6087141244,1000$
365,Supply Directory,34.25498264,-85.15757661,20,9103062413,700$
366,Supply Directory,31.45940012,-83.51305841,75,7404929750,1000$
367,Hospital,33.62415653,-111.8635493,52,7024270425,1000$
368,Nursing Home,40.77943443,-124.1700553,74,7897160746,500$
369,Supply Directory,40.11852302,-75.40211888,85,9991408376,300$
370,Scan Center,41.04746639,-95.73891382,69,8418159328,500$
371,Nursing Home,47.71830639,-117.431202,19,8300723241,500$
372,Hospital,37.42974906,-122.1369614,29,7042948098,700$
373,Scan Center,33.30415794,-83.38276639,19,7569133947,300$
374,Supply Directory,42.86352671,-77.02049784,56,8397405507,500$
375,Supply Directory,40.88608712,-79.8988043,72,7567840699,500$
376,Hospital,29.47888768,-90.32223615,68,7268585103,1000$
377,Nursing Home,28.3516496,-80.69469072,81,8482000946,300$
378,Nursing Home,40.48354621,-78.73196293,53,7224904650,300$
379,Nursing Home,36.21219659,-115.222821,40,6195301140,700$
380,Nursing Home,41.37038462,-83.6680262,88,9463262700,700$
381,Hospital,33.78974597,-117.8778019,79,8885542792,1000$
382,Hospital,37.07846842,-84.62082366,32,6879418361,1000$
383,Nursing Home,35.54762399,-77.06300294,75,7084913119,500$
384,Hospital,40.93715318,-73.83637597,52,7391897987,700$
385,Nursing Home,38.95023059,-76.48896922,84,7201078944,300$
386,Hospital,45.67729872,-111.1016812,70,6917292341,1000$
387,Nursing Home,35.70211992,-79.78520089,53,7593085830,700$
388,Supply Directory,32.46796024,-90.14069289,52,8604652117,500$
389,Supply Directory,34.67956994,-84.48392866,30,9574883547,500$
390,Scan Center,39.91418825,-83.74177177,41,6828309044,1000$
391,Supply Directory,39.03285131,-94.35987541,86,6384726109,1000$
392,Nursing Home,29.57760633,-98.4307817,29,6940672519,300$
393,Nursing Home,34.19431002,-118.4601596,46,9982476571,700$
394,Supply Directory,39.7535598,-90.25745156,20,6183683144,1000$
395,Nursing Home,40.5774609,-74.09385211,49,8170891111,500$
396,Supply Directory,36.14705768,-80.27602185,38,9656319088,700$
397,Scan Center,38.96782914,-76.27982767,75,9277941144,700$
398,Supply Directory,29.73481623,-95.58167644,58,7834246913,1000$
399,Supply Directory,39.03936788,-76.99948148,24,7985729076,1000$
400,Hospital,40.73217407,-73.67212087,20,8846011304,1000$
401,Scan Center,39.14306291,-77.7021146,89,6292688369,1000$
402,Nursing Home,32.9000836,-80.03047889,24,7332917879,500$
403,Scan Center,34.1691059,-118.3320812,33,9638841881,300$
404,Scan Center,39.7900665,-75.1734236,38,8422360935,300$
405,Supply Directory,35.92221549,-94.94561408,32,9693864480,700$
406,Scan Center,32.84612499,-97.09018293,54,8298935895,500$
407,Supply Directory,34.28377726,-118.4458436,47,9611955330,500$
408,Hospital,43.03084122,-88.09699309,72,6031321471,500$
409,Scan Center,40.56771889,-85.68691156,74,9915180205,1000$
410,Scan Center,40.55278968,-111.8971854,63,7792580250,300$
411,Scan Center,34.74535714,-82.05491196,88,6684450075,700$
412,Supply Directory,37.69009161,-122.4645321,89,7234710942,1000$
413,Nursing Home,35.86362014,-78.56565578,64,7410200715,700$
414,Nursing Home,41.08312409,-111.9768555,87,9392726682,500$
415,Supply Directory,42.05393954,-92.90557304,84,6132063987,700$
416,Supply Directory,36.05941515,-89.40549647,76,9437784613,700$
417,Hospital,40.69350692,-73.90192441,33,7790591566,700$
418,Supply Directory,30.32525027,-81.54697029,45,8945251241,300$
419,Scan Center,40.11475467,-82.94293127,86,9848239062,700$
420,Hospital,43.68001208,-93.35044692,47,8482832369,700$
421,Nursing Home,28.31886259,-81.49105416,67,6410757834,700$
422,Hospital,40.72038266,-74.07349833,75,7760654802,1000$
423,Nursing Home,40.9219872,-74.11792749,29,9550284756,1000$
424,Scan Center,39.97327685,-76.76163464,58,9594651124,700$
425,Hospital,39.18535189,-89.66142427,19,9812351442,700$
426,Scan Center,33.71631677,-85.82390832,39,9224672468,700$
427,Nursing Home,37.67893806,-120.9681238,54,7384184502,300$
428,Scan Center,39.91136421,-75.27075539,77,8336610350,700$
429,Supply Directory,41.40026782,-81.80642636,70,7264321213,700$
430,Scan Center,36.84264427,-76.08939245,67,7735024362,500$
431,Supply Directory,26.26243085,-80.20036694,22,7499352364,300$
432,Supply Directory,29.635092,-95.46109319,61,6168828624,500$
433,Nursing Home,41.05689781,-81.7313252,68,9220962785,700$
434,Scan Center,38.29405759,-121.3073384,46,6325860416,700$
435,Hospital,28.31998653,-82.19721883,25,8470216798,700$
436,Supply Directory,42.45184521,-83.64245562,62,7629637157,500$
437,Nursing Home,27.94963453,-81.97814141,45,7041901659,300$
438,Hospital,42.03148598,-93.60613282,24,6466407933,300$
439,Nursing Home,34.59616454,-86.97539401,23,7729416601,300$
440,Supply Directory,40.74011257,-74.38203014,69,8668147080,500$
441,Nursing Home,26.17674925,-97.6751885,23,6110113891,1000$
442,Hospital,27.88318729,-82.31736473,39,8181018388,1000$
